"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_miles","duration_seconds","rpe"
"Morning workout ☀️","25 Sep 2024, 08:00","25 Sep 2024, 08:58","","Lateral Lunges (weighted)",,"",0,"normal",10,10,,,
"Morning workout ☀️","25 Sep 2024, 08:00","25 Sep 2024, 08:58","","Lateral Lunges (weighted)",,"",1,"normal",10,10,,,
"Morning workout ☀️","25 Sep 2024, 08:00","25 Sep 2024, 08:58","","Lateral Lunges (weighted)",,"",2,"normal",10,10,,,
"Morning workout ☀️","25 Sep 2024, 08:00","25 Sep 2024, 08:58","","Lateral Lunges (weighted)",,"",3,"normal",10,10,,,
"Morning workout ☀️","25 Sep 2024, 08:00","25 Sep 2024, 08:58","","Lateral Lunges (weighted)",,"",4,"normal",10,10,,,
"Morning workout ☀️","25 Sep 2024, 08:00","25 Sep 2024, 08:58","","Lateral Lunges (weighted)",,"",5,"normal",10,10,,,
"Morning workout ☀️","19 Sep 2024, 07:54","19 Sep 2024, 08:41","","Sled Push",,"",0,"normal",,,240,0,
"Morning workout ☀️","19 Sep 2024, 07:54","19 Sep 2024, 08:41","","Sled Push",,"",1,"normal",,,240,0,
"Morning workout ☀️","19 Sep 2024, 07:54","19 Sep 2024, 08:41","","Sled Push",,"",2,"normal",,,240,0,
"Morning workout ☀️","19 Sep 2024, 07:54","19 Sep 2024, 08:41","","Sled Push",,"",3,"normal",,,240,0,
"Morning workout ☀️","19 Sep 2024, 07:54","19 Sep 2024, 08:41","","sled back peddle pull",,"",0,"normal",240,,,,
"Morning workout ☀️","19 Sep 2024, 07:54","19 Sep 2024, 08:41","","sled back peddle pull",,"",1,"normal",240,,,,
"Morning workout ☀️","19 Sep 2024, 07:54","19 Sep 2024, 08:41","","sled back peddle pull",,"",2,"normal",240,,,,
"Morning workout ☀️","19 Sep 2024, 07:54","19 Sep 2024, 08:41","","sled back peddle pull",,"",3,"normal",240,,,,
"Morning workout ☀️","19 Sep 2024, 07:54","19 Sep 2024, 08:41","","Bulgarian Split Squat",,"",0,"normal",110,6,,,
"Morning workout ☀️","19 Sep 2024, 07:54","19 Sep 2024, 08:41","","Bulgarian Split Squat",,"",1,"normal",110,6,,,
"Morning workout ☀️","19 Sep 2024, 07:54","19 Sep 2024, 08:41","","Bulgarian Split Squat",,"",2,"normal",110,5,,,
"Morning workout ☀️","19 Sep 2024, 07:54","19 Sep 2024, 08:41","","Bulgarian Split Squat",,"",3,"normal",110,5,,,
"Morning workout ☀️","19 Sep 2024, 07:54","19 Sep 2024, 08:41","","Single Leg Romanian Deadlift (Dumbbell)",,"",0,"normal",110,5,,,
"Morning workout ☀️","19 Sep 2024, 07:54","19 Sep 2024, 08:41","","Single Leg Romanian Deadlift (Dumbbell)",,"",1,"normal",110,5,,,
"Morning workout ☀️","19 Sep 2024, 07:54","19 Sep 2024, 08:41","","Cable Twist Flat",,"",0,"normal",22.5,10,,,
"Morning workout ☀️","19 Sep 2024, 07:54","19 Sep 2024, 08:41","","Cable Twist Flat",,"",1,"normal",22.5,10,,,
"Morning workout ☀️","19 Sep 2024, 07:54","19 Sep 2024, 08:41","","Cable Twist Flat",,"",2,"normal",22.5,10,,,
"Morning workout ☀️","19 Sep 2024, 07:54","19 Sep 2024, 08:41","","Lateral Lunges (weighted)",,"",0,"normal",,10,,,
"Morning workout ☀️","19 Sep 2024, 07:54","19 Sep 2024, 08:41","","Lateral Lunges (weighted)",,"",1,"normal",,10,,,
"Morning workout ☀️","19 Sep 2024, 07:54","19 Sep 2024, 08:41","","Lateral Lunges (weighted)",,"",2,"normal",,10,,,
"Morning workout ☀️","19 Sep 2024, 07:54","19 Sep 2024, 08:41","","Lateral Lunges (weighted)",,"",3,"normal",,10,,,
"Morning workout ☀️","19 Sep 2024, 07:54","19 Sep 2024, 08:41","","Lateral Lunges (weighted)",,"",4,"normal",,10,,,
"Morning workout ☀️","19 Sep 2024, 07:54","19 Sep 2024, 08:41","","Lateral Lunges (weighted)",,"",5,"normal",,10,,,
"Compound Upper","16 Sep 2024, 07:54","16 Sep 2024, 08:35","","Pull Up (Assisted)",,"",0,"normal",80,5,,,
"Compound Upper","16 Sep 2024, 07:54","16 Sep 2024, 08:35","","Pull Up (Assisted)",,"",1,"normal",80,5,,,
"Compound Upper","16 Sep 2024, 07:54","16 Sep 2024, 08:35","","Pull Up (Assisted)",,"",2,"normal",80,5,,,
"Compound Upper","16 Sep 2024, 07:54","16 Sep 2024, 08:35","","Chest Dip (Assisted)",,"",0,"normal",80,5,,,
"Compound Upper","16 Sep 2024, 07:54","16 Sep 2024, 08:35","","Chest Dip (Assisted)",,"",1,"normal",80,5,,,
"Compound Upper","16 Sep 2024, 07:54","16 Sep 2024, 08:35","","Chest Dip (Assisted)",,"",2,"normal",80,5,,,
"Compound Upper","16 Sep 2024, 07:54","16 Sep 2024, 08:35","","Bench Press - Close Grip (Barbell)",,"",0,"normal",60,10,,,
"Compound Upper","16 Sep 2024, 07:54","16 Sep 2024, 08:35","","Bench Press - Close Grip (Barbell)",,"",1,"normal",90,10,,,
"Compound Upper","16 Sep 2024, 07:54","16 Sep 2024, 08:35","","Bench Press - Close Grip (Barbell)",,"",2,"normal",90,7,,,
"Compound Upper","16 Sep 2024, 07:54","16 Sep 2024, 08:35","","Dumbbell Row",,"",0,"normal",40,10,,,
"Compound Upper","16 Sep 2024, 07:54","16 Sep 2024, 08:35","","Dumbbell Row",,"",1,"normal",40,10,,,
"Compound Upper","16 Sep 2024, 07:54","16 Sep 2024, 08:35","","Dumbbell Row",,"",2,"normal",40,10,,,
"Compound Upper","16 Sep 2024, 07:54","16 Sep 2024, 08:35","","Shoulder Press (Dumbbell)",,"",0,"normal",40,10,,,
"Compound Upper","16 Sep 2024, 07:54","16 Sep 2024, 08:35","","Shoulder Press (Dumbbell)",,"",1,"normal",40,10,,,
"Compound Upper","16 Sep 2024, 07:54","16 Sep 2024, 08:35","","Shoulder Press (Dumbbell)",,"",2,"normal",40,10,,,
"Compound Upper","16 Sep 2024, 07:54","16 Sep 2024, 08:35","","Cable Core Palloff Press",,"",0,"normal",30,10,,,
"Compound Upper","16 Sep 2024, 07:54","16 Sep 2024, 08:35","","Cable Core Palloff Press",,"",1,"normal",30,10,,,
"Compound Upper","16 Sep 2024, 07:54","16 Sep 2024, 08:35","","Cable Core Palloff Press",,"",2,"normal",30,10,,,
"Compound Upper","16 Sep 2024, 07:54","16 Sep 2024, 08:35","","Cable Core Palloff Press",,"",3,"normal",30,10,,,
"Compound Upper","16 Sep 2024, 07:54","16 Sep 2024, 08:35","","Cable Core Palloff Press",,"",4,"normal",30,10,,,
"Compound Upper","16 Sep 2024, 07:54","16 Sep 2024, 08:35","","Cable Core Palloff Press",,"",5,"normal",30,10,,,
"Compound Upper","16 Sep 2024, 07:54","16 Sep 2024, 08:35","","Dead Bug",,"",0,"normal",,25,,,
"Compound Upper","16 Sep 2024, 07:54","16 Sep 2024, 08:35","","Dead Bug",,"",1,"normal",,25,,,
"Compound Upper","16 Sep 2024, 07:54","16 Sep 2024, 08:35","","Dead Bug",,"",2,"normal",,25,,,
"Morning workout ☀️","11 Sep 2024, 07:57","11 Sep 2024, 08:49","","Sled Push",,"",0,"normal",,,205,0,
"Morning workout ☀️","11 Sep 2024, 07:57","11 Sep 2024, 08:49","","Sled Push",,"",1,"normal",,,230,0,
"Morning workout ☀️","11 Sep 2024, 07:57","11 Sep 2024, 08:49","","Sled Push",,"",2,"normal",,,230,0,
"Morning workout ☀️","11 Sep 2024, 07:57","11 Sep 2024, 08:49","","Sled Push",,"",3,"normal",,,230,0,
"Morning workout ☀️","11 Sep 2024, 07:57","11 Sep 2024, 08:49","","Sled Push",,"",4,"normal",,,230,0,
"Morning workout ☀️","11 Sep 2024, 07:57","11 Sep 2024, 08:49","","sled back peddle pull",,"",0,"normal",205,,,,
"Morning workout ☀️","11 Sep 2024, 07:57","11 Sep 2024, 08:49","","sled back peddle pull",,"",1,"normal",230,,,,
"Morning workout ☀️","11 Sep 2024, 07:57","11 Sep 2024, 08:49","","sled back peddle pull",,"",2,"normal",230,,,,
"Morning workout ☀️","11 Sep 2024, 07:57","11 Sep 2024, 08:49","","sled back peddle pull",,"",3,"normal",230,,,,
"Morning workout ☀️","11 Sep 2024, 07:57","11 Sep 2024, 08:49","","sled back peddle pull",,"",4,"normal",230,,,,
"Morning workout ☀️","11 Sep 2024, 07:57","11 Sep 2024, 08:49","","Nordic Hamstrings Curls",,"",0,"normal",,5,,,
"Morning workout ☀️","11 Sep 2024, 07:57","11 Sep 2024, 08:49","","Nordic Hamstrings Curls",,"",1,"normal",,5,,,
"Morning workout ☀️","11 Sep 2024, 07:57","11 Sep 2024, 08:49","","Nordic Hamstrings Curls",,"",2,"normal",,5,,,
"Morning workout ☀️","11 Sep 2024, 07:57","11 Sep 2024, 08:49","","Nordic Hamstrings Curls",,"",3,"normal",,6,,,
"Morning workout ☀️","11 Sep 2024, 07:57","11 Sep 2024, 08:49","","Dumbbell Step Up",,"",0,"normal",,10,,,
"Morning workout ☀️","11 Sep 2024, 07:57","11 Sep 2024, 08:49","","Dumbbell Step Up",,"",1,"normal",,10,,,
"Morning workout ☀️","11 Sep 2024, 07:57","11 Sep 2024, 08:49","","Dumbbell Step Up",,"",2,"normal",52,10,,,
"Morning workout ☀️","11 Sep 2024, 07:57","11 Sep 2024, 08:49","","Dumbbell Step Up",,"",3,"normal",52,10,,,
"Morning workout ☀️","11 Sep 2024, 07:57","11 Sep 2024, 08:49","","Dumbbell Step Up",,"",4,"normal",52,10,,,
"Morning workout ☀️","11 Sep 2024, 07:57","11 Sep 2024, 08:49","","Dumbbell Step Up",,"",5,"normal",52,10,,,
"Morning workout ☀️","11 Sep 2024, 07:57","11 Sep 2024, 08:49","","Bulgarian Split Squat",,"",0,"normal",60,6,,,
"Morning workout ☀️","11 Sep 2024, 07:57","11 Sep 2024, 08:49","","Bulgarian Split Squat",,"",1,"normal",60,6,,,
"Morning workout ☀️","11 Sep 2024, 07:57","11 Sep 2024, 08:49","","Bulgarian Split Squat",,"",2,"normal",60,6,,,
"Morning workout ☀️","11 Sep 2024, 07:57","11 Sep 2024, 08:49","","Bulgarian Split Squat",,"",3,"normal",60,6,,,
"Morning workout ☀️","11 Sep 2024, 07:57","11 Sep 2024, 08:49","","Bulgarian Split Squat",,"",4,"normal",60,6,,,
"Morning workout ☀️","11 Sep 2024, 07:57","11 Sep 2024, 08:49","","Bulgarian Split Squat",,"",5,"normal",60,6,,,
"Morning workout ☀️","11 Sep 2024, 07:57","11 Sep 2024, 08:49","","Single Leg Romanian Deadlift (Dumbbell)",,"",0,"normal",60,5,,,
"Morning workout ☀️","11 Sep 2024, 07:57","11 Sep 2024, 08:49","","Single Leg Romanian Deadlift (Dumbbell)",,"",1,"normal",60,5,,,
"Morning workout ☀️","11 Sep 2024, 07:57","11 Sep 2024, 08:49","","Single Leg Romanian Deadlift (Dumbbell)",,"",2,"normal",60,6,,,
"Morning workout ☀️","11 Sep 2024, 07:57","11 Sep 2024, 08:49","","Single Leg Romanian Deadlift (Dumbbell)",,"",3,"normal",60,6,,,
"Morning workout ☀️","11 Sep 2024, 07:57","11 Sep 2024, 08:49","","Single Leg Romanian Deadlift (Dumbbell)",,"",4,"normal",60,10,,,
"Morning workout ☀️","11 Sep 2024, 07:57","11 Sep 2024, 08:49","","Single Leg Romanian Deadlift (Dumbbell)",,"",5,"normal",60,10,,,
"Morning workout ☀️","20 Aug 2024, 07:01","20 Aug 2024, 08:07","","Sled Push",,"",0,"normal",,,240,0,
"Morning workout ☀️","20 Aug 2024, 07:01","20 Aug 2024, 08:07","","Sled Push",,"",1,"normal",,,265,0,
"Morning workout ☀️","20 Aug 2024, 07:01","20 Aug 2024, 08:07","","Sled Push",,"",2,"normal",,,265,0,
"Morning workout ☀️","20 Aug 2024, 07:01","20 Aug 2024, 08:07","","Sled Push",,"",3,"normal",,,265,0,
"Morning workout ☀️","20 Aug 2024, 07:01","20 Aug 2024, 08:07","","sled back peddle pull",,"",0,"normal",240,,,,
"Morning workout ☀️","20 Aug 2024, 07:01","20 Aug 2024, 08:07","","sled back peddle pull",,"",1,"normal",265,,,,
"Morning workout ☀️","20 Aug 2024, 07:01","20 Aug 2024, 08:07","","sled back peddle pull",,"",2,"normal",265,,,,
"Morning workout ☀️","20 Aug 2024, 07:01","20 Aug 2024, 08:07","","sled back peddle pull",,"",3,"normal",265,,,,
"Morning workout ☀️","20 Aug 2024, 07:01","20 Aug 2024, 08:07","","Nordic Hamstrings Curls",,"",0,"normal",,6,,,
"Morning workout ☀️","20 Aug 2024, 07:01","20 Aug 2024, 08:07","","Nordic Hamstrings Curls",,"",1,"normal",,6,,,
"Morning workout ☀️","20 Aug 2024, 07:01","20 Aug 2024, 08:07","","Nordic Hamstrings Curls",,"",2,"normal",,7,,,
"Morning workout ☀️","20 Aug 2024, 07:01","20 Aug 2024, 08:07","","Nordic Hamstrings Curls",,"",3,"normal",,7,,,
"Morning workout ☀️","20 Aug 2024, 07:01","20 Aug 2024, 08:07","","Bulgarian Split Squat",,"",0,"normal",110,6,,,
"Morning workout ☀️","20 Aug 2024, 07:01","20 Aug 2024, 08:07","","Bulgarian Split Squat",,"",1,"normal",110,6,,,
"Morning workout ☀️","20 Aug 2024, 07:01","20 Aug 2024, 08:07","","Bulgarian Split Squat",,"",2,"normal",110,6,,,
"Morning workout ☀️","20 Aug 2024, 07:01","20 Aug 2024, 08:07","","Bulgarian Split Squat",,"",3,"normal",110,6,,,
"Morning workout ☀️","20 Aug 2024, 07:01","20 Aug 2024, 08:07","","Bulgarian Split Squat",,"",4,"normal",110,6,,,
"Morning workout ☀️","20 Aug 2024, 07:01","20 Aug 2024, 08:07","","Bulgarian Split Squat",,"",5,"normal",110,6,,,
"Morning workout ☀️","20 Aug 2024, 07:01","20 Aug 2024, 08:07","","Hip flexor Lift",,"",0,"normal",20,10,,,
"Morning workout ☀️","20 Aug 2024, 07:01","20 Aug 2024, 08:07","","Hip flexor Lift",,"",1,"normal",20,10,,,
"Morning workout ☀️","20 Aug 2024, 07:01","20 Aug 2024, 08:07","","Hip flexor Lift",,"",2,"normal",20,10,,,
"Morning workout ☀️","20 Aug 2024, 07:01","20 Aug 2024, 08:07","","Hip flexor Lift",,"",3,"normal",20,10,,,
"Morning workout ☀️","20 Aug 2024, 07:01","20 Aug 2024, 08:07","","Hip flexor Lift",,"",4,"normal",20,10,,,
"Morning workout ☀️","20 Aug 2024, 07:01","20 Aug 2024, 08:07","","Hip flexor Lift",,"",5,"normal",20,10,,,
"Morning workout ☀️","20 Aug 2024, 07:01","20 Aug 2024, 08:07","","Cable Twist Flat",,"",0,"normal",35,10,,,
"Morning workout ☀️","20 Aug 2024, 07:01","20 Aug 2024, 08:07","","Cable Twist Flat",,"",1,"normal",35,10,,,
"Morning workout ☀️","20 Aug 2024, 07:01","20 Aug 2024, 08:07","","Cable Twist Flat",,"",2,"normal",35,10,,,
"Morning workout ☀️","20 Aug 2024, 07:01","20 Aug 2024, 08:07","","Lateral Lunges (weighted)",,"",0,"normal",5,10,,,
"Morning workout ☀️","20 Aug 2024, 07:01","20 Aug 2024, 08:07","","Lateral Lunges (weighted)",,"",1,"normal",5,10,,,
"Morning workout ☀️","20 Aug 2024, 07:01","20 Aug 2024, 08:07","","Lateral Lunges (weighted)",,"",2,"normal",10,10,,,
"Morning workout ☀️","20 Aug 2024, 07:01","20 Aug 2024, 08:07","","Lateral Lunges (weighted)",,"",3,"normal",10,10,,,
"Morning workout ☀️","20 Aug 2024, 07:01","20 Aug 2024, 08:07","","Lateral Lunges (weighted)",,"",4,"normal",,10,,,
"Morning workout ☀️","20 Aug 2024, 07:01","20 Aug 2024, 08:07","","Lateral Lunges (weighted)",,"",5,"normal",,10,,,
"Morning workout ☀️","12 Aug 2024, 07:11","12 Aug 2024, 08:06","","Sled Push",,"",0,"normal",,,285,0,
"Morning workout ☀️","12 Aug 2024, 07:11","12 Aug 2024, 08:06","","Sled Push",,"",1,"normal",,,240,0,
"Morning workout ☀️","12 Aug 2024, 07:11","12 Aug 2024, 08:06","","Sled Push",,"",2,"normal",,,240,0,
"Morning workout ☀️","12 Aug 2024, 07:11","12 Aug 2024, 08:06","","Sled Push",,"",3,"normal",,,240,0,
"Morning workout ☀️","12 Aug 2024, 07:11","12 Aug 2024, 08:06","","sled back peddle pull",,"",0,"normal",285,,,,
"Morning workout ☀️","12 Aug 2024, 07:11","12 Aug 2024, 08:06","","sled back peddle pull",,"",1,"normal",240,,,,
"Morning workout ☀️","12 Aug 2024, 07:11","12 Aug 2024, 08:06","","sled back peddle pull",,"",2,"normal",240,,,,
"Morning workout ☀️","12 Aug 2024, 07:11","12 Aug 2024, 08:06","","sled back peddle pull",,"",3,"normal",240,,,,
"Morning workout ☀️","12 Aug 2024, 07:11","12 Aug 2024, 08:06","","Nordic Hamstrings Curls",,"",0,"normal",,6,,,
"Morning workout ☀️","12 Aug 2024, 07:11","12 Aug 2024, 08:06","","Nordic Hamstrings Curls",,"",1,"normal",,6,,,
"Morning workout ☀️","12 Aug 2024, 07:11","12 Aug 2024, 08:06","","Nordic Hamstrings Curls",,"",2,"normal",,7,,,
"Morning workout ☀️","12 Aug 2024, 07:11","12 Aug 2024, 08:06","","Nordic Hamstrings Curls",,"",3,"normal",,7,,,
"Morning workout ☀️","12 Aug 2024, 07:11","12 Aug 2024, 08:06","","Bulgarian Split Squat",,"",0,"normal",110,6,,,
"Morning workout ☀️","12 Aug 2024, 07:11","12 Aug 2024, 08:06","","Bulgarian Split Squat",,"",1,"normal",110,6,,,
"Morning workout ☀️","12 Aug 2024, 07:11","12 Aug 2024, 08:06","","Bulgarian Split Squat",,"",2,"normal",110,6,,,
"Morning workout ☀️","12 Aug 2024, 07:11","12 Aug 2024, 08:06","","Bulgarian Split Squat",,"",3,"normal",110,6,,,
"Morning workout ☀️","12 Aug 2024, 07:11","12 Aug 2024, 08:06","","Bulgarian Split Squat",,"",4,"normal",110,6,,,
"Morning workout ☀️","12 Aug 2024, 07:11","12 Aug 2024, 08:06","","Bulgarian Split Squat",,"",5,"normal",110,6,,,
"Morning workout ☀️","12 Aug 2024, 07:11","12 Aug 2024, 08:06","","Dumbbell Step Up",,"",0,"normal",,10,,,
"Morning workout ☀️","12 Aug 2024, 07:11","12 Aug 2024, 08:06","","Dumbbell Step Up",,"",1,"normal",,10,,,
"Morning workout ☀️","12 Aug 2024, 07:11","12 Aug 2024, 08:06","","Dumbbell Step Up",,"",2,"normal",10,10,,,
"Morning workout ☀️","12 Aug 2024, 07:11","12 Aug 2024, 08:06","","Dumbbell Step Up",,"",3,"normal",10,10,,,
"Morning workout ☀️","12 Aug 2024, 07:11","12 Aug 2024, 08:06","","Dumbbell Step Up",,"",4,"normal",30,10,,,
"Morning workout ☀️","12 Aug 2024, 07:11","12 Aug 2024, 08:06","","Dumbbell Step Up",,"",5,"normal",30,10,,,
"Morning workout ☀️","12 Aug 2024, 07:11","12 Aug 2024, 08:06","","Box Jump",,"",0,"normal",,10,,,
"Morning workout ☀️","12 Aug 2024, 07:11","12 Aug 2024, 08:06","","Box Jump",,"",1,"normal",,10,,,
"Morning workout ☀️","12 Aug 2024, 07:11","12 Aug 2024, 08:06","","Box Jump",,"",2,"normal",,10,,,
"Compound Upper","7 Aug 2024, 07:05","7 Aug 2024, 07:45","","Pull Up (Assisted)",,"",0,"normal",,4,,,
"Compound Upper","7 Aug 2024, 07:05","7 Aug 2024, 07:45","","Pull Up (Assisted)",,"",1,"normal",60,4,,,
"Compound Upper","7 Aug 2024, 07:05","7 Aug 2024, 07:45","","Pull Up (Assisted)",,"",2,"normal",80,5,,,
"Compound Upper","7 Aug 2024, 07:05","7 Aug 2024, 07:45","","Pull Up (Assisted)",,"",3,"normal",100,5,,,
"Compound Upper","7 Aug 2024, 07:05","7 Aug 2024, 07:45","","Pull Up (Assisted)",,"",4,"normal",120,4,,,
"Compound Upper","7 Aug 2024, 07:05","7 Aug 2024, 07:45","","Chest Dip (Assisted)",,"",0,"normal",60,7,,,
"Compound Upper","7 Aug 2024, 07:05","7 Aug 2024, 07:45","","Chest Dip (Assisted)",,"",1,"normal",80,5,,,
"Compound Upper","7 Aug 2024, 07:05","7 Aug 2024, 07:45","","Chest Dip (Assisted)",,"",2,"normal",100,5,,,
"Compound Upper","7 Aug 2024, 07:05","7 Aug 2024, 07:45","","Chest Dip (Assisted)",,"",3,"normal",120,5,,,
"Compound Upper","7 Aug 2024, 07:05","7 Aug 2024, 07:45","","Bench Press - Close Grip (Barbell)",,"",0,"normal",40,10,,,
"Compound Upper","7 Aug 2024, 07:05","7 Aug 2024, 07:45","","Bench Press - Close Grip (Barbell)",,"",1,"normal",90,10,,,
"Compound Upper","7 Aug 2024, 07:05","7 Aug 2024, 07:45","","Bench Press - Close Grip (Barbell)",,"",2,"normal",90,10,,,
"Compound Upper","7 Aug 2024, 07:05","7 Aug 2024, 07:45","","Bench Press - Close Grip (Barbell)",,"",3,"normal",90,8,,,
"Compound Upper","7 Aug 2024, 07:05","7 Aug 2024, 07:45","","Bent Over Row (Barbell)",,"",0,"normal",90,10,,,
"Compound Upper","7 Aug 2024, 07:05","7 Aug 2024, 07:45","","Bent Over Row (Barbell)",,"",1,"normal",110,10,,,
"Compound Upper","7 Aug 2024, 07:05","7 Aug 2024, 07:45","","Bent Over Row (Barbell)",,"",2,"normal",110,10,,,
"Compound Upper","7 Aug 2024, 07:05","7 Aug 2024, 07:45","","Bent Over Row (Barbell)",,"",3,"normal",110,10,,,
"Compound Upper","7 Aug 2024, 07:05","7 Aug 2024, 07:45","","Overhead Press (Barbell)",,"",0,"normal",45,10,,,
"Compound Upper","7 Aug 2024, 07:05","7 Aug 2024, 07:45","","Overhead Press (Barbell)",,"",1,"normal",45,10,,,
"Compound Upper","7 Aug 2024, 07:05","7 Aug 2024, 07:45","","Overhead Press (Barbell)",,"",2,"normal",45,9,,,
"Morning workout ☀️","31 Jul 2024, 07:31","31 Jul 2024, 08:41","","Sled Push",,"",0,"normal",,,240,0,
"Morning workout ☀️","31 Jul 2024, 07:31","31 Jul 2024, 08:41","","Sled Push",,"",1,"normal",,,240,0,
"Morning workout ☀️","31 Jul 2024, 07:31","31 Jul 2024, 08:41","","Sled Push",,"",2,"normal",,,240,0,
"Morning workout ☀️","31 Jul 2024, 07:31","31 Jul 2024, 08:41","","Sled Push",,"",3,"normal",,,240,0,
"Morning workout ☀️","31 Jul 2024, 07:31","31 Jul 2024, 08:41","","sled back peddle pull",,"",0,"normal",240,,,,
"Morning workout ☀️","31 Jul 2024, 07:31","31 Jul 2024, 08:41","","sled back peddle pull",,"",1,"normal",240,,,,
"Morning workout ☀️","31 Jul 2024, 07:31","31 Jul 2024, 08:41","","sled back peddle pull",,"",2,"normal",240,,,,
"Morning workout ☀️","31 Jul 2024, 07:31","31 Jul 2024, 08:41","","sled back peddle pull",,"",3,"normal",240,,,,
"Morning workout ☀️","31 Jul 2024, 07:31","31 Jul 2024, 08:41","","Nordic Hamstrings Curls",,"",0,"normal",,5,,,
"Morning workout ☀️","31 Jul 2024, 07:31","31 Jul 2024, 08:41","","Nordic Hamstrings Curls",,"",1,"normal",,5,,,
"Morning workout ☀️","31 Jul 2024, 07:31","31 Jul 2024, 08:41","","Nordic Hamstrings Curls",,"",2,"normal",,7,,,
"Morning workout ☀️","31 Jul 2024, 07:31","31 Jul 2024, 08:41","","Nordic Hamstrings Curls",,"",3,"normal",,7,,,
"Morning workout ☀️","31 Jul 2024, 07:31","31 Jul 2024, 08:41","","Bulgarian Split Squat",,"",0,"normal",110,6,,,
"Morning workout ☀️","31 Jul 2024, 07:31","31 Jul 2024, 08:41","","Bulgarian Split Squat",,"",1,"normal",110,6,,,
"Morning workout ☀️","31 Jul 2024, 07:31","31 Jul 2024, 08:41","","Bulgarian Split Squat",,"",2,"normal",110,6,,,
"Morning workout ☀️","31 Jul 2024, 07:31","31 Jul 2024, 08:41","","Bulgarian Split Squat",,"",3,"normal",110,6,,,
"Morning workout ☀️","31 Jul 2024, 07:31","31 Jul 2024, 08:41","","Bulgarian Split Squat",,"",4,"normal",110,6,,,
"Morning workout ☀️","31 Jul 2024, 07:31","31 Jul 2024, 08:41","","Bulgarian Split Squat",,"",5,"normal",110,6,,,
"Morning workout ☀️","31 Jul 2024, 07:31","31 Jul 2024, 08:41","","Hip flexor Lift",,"",0,"normal",20,10,,,
"Morning workout ☀️","31 Jul 2024, 07:31","31 Jul 2024, 08:41","","Hip flexor Lift",,"",1,"normal",20,10,,,
"Morning workout ☀️","31 Jul 2024, 07:31","31 Jul 2024, 08:41","","Hip flexor Lift",,"",2,"normal",20,10,,,
"Morning workout ☀️","31 Jul 2024, 07:31","31 Jul 2024, 08:41","","Hip flexor Lift",,"",3,"normal",20,10,,,
"Morning workout ☀️","31 Jul 2024, 07:31","31 Jul 2024, 08:41","","Hip flexor Lift",,"",4,"normal",20,10,,,
"Morning workout ☀️","31 Jul 2024, 07:31","31 Jul 2024, 08:41","","Hip flexor Lift",,"",5,"normal",20,10,,,
"Morning workout ☀️","31 Jul 2024, 07:31","31 Jul 2024, 08:41","","Cable Twist Flat",,"",0,"normal",35,10,,,
"Morning workout ☀️","31 Jul 2024, 07:31","31 Jul 2024, 08:41","","Cable Twist Flat",,"",1,"normal",35,10,,,
"Morning workout ☀️","31 Jul 2024, 07:31","31 Jul 2024, 08:41","","Cable Twist Flat",,"",2,"normal",35,10,,,
"Morning workout ☀️","31 Jul 2024, 07:31","31 Jul 2024, 08:41","","Box Jump",,"",0,"normal",,10,,,
"Morning workout ☀️","31 Jul 2024, 07:31","31 Jul 2024, 08:41","","Box Jump",,"",1,"normal",,10,,,
"Morning workout ☀️","31 Jul 2024, 07:31","31 Jul 2024, 08:41","","Box Jump",,"",2,"normal",,10,,,
"Morning workout ☀️","31 Jul 2024, 07:31","31 Jul 2024, 08:41","","Lateral Lunges (weighted)",,"",0,"normal",,10,,,
"Morning workout ☀️","31 Jul 2024, 07:31","31 Jul 2024, 08:41","","Lateral Lunges (weighted)",,"",1,"normal",,10,,,
"Morning workout ☀️","31 Jul 2024, 07:31","31 Jul 2024, 08:41","","Lateral Lunges (weighted)",,"",2,"normal",,10,,,
"Morning workout ☀️","31 Jul 2024, 07:31","31 Jul 2024, 08:41","","Lateral Lunges (weighted)",,"",3,"normal",,10,,,
"Morning workout ☀️","31 Jul 2024, 07:31","31 Jul 2024, 08:41","","Lateral Lunges (weighted)",,"",4,"normal",,10,,,
"Morning workout ☀️","31 Jul 2024, 07:31","31 Jul 2024, 08:41","","Lateral Lunges (weighted)",,"",5,"normal",,10,,,
"travel legs","20 Jul 2024, 08:58","20 Jul 2024, 09:37","","Single Leg Romanian Deadlift (Dumbbell)",,"",0,"normal",30,6,,,
"travel legs","20 Jul 2024, 08:58","20 Jul 2024, 09:37","","Single Leg Romanian Deadlift (Dumbbell)",,"",1,"normal",30,6,,,
"travel legs","20 Jul 2024, 08:58","20 Jul 2024, 09:37","","Single Leg Romanian Deadlift (Dumbbell)",,"",2,"normal",60,6,,,
"travel legs","20 Jul 2024, 08:58","20 Jul 2024, 09:37","","Single Leg Romanian Deadlift (Dumbbell)",,"",3,"normal",60,6,,,
"travel legs","20 Jul 2024, 08:58","20 Jul 2024, 09:37","","Single Leg Romanian Deadlift (Dumbbell)",,"",4,"normal",100,10,,,
"travel legs","20 Jul 2024, 08:58","20 Jul 2024, 09:37","","Single Leg Romanian Deadlift (Dumbbell)",,"",5,"normal",100,10,,,
"travel legs","20 Jul 2024, 08:58","20 Jul 2024, 09:37","","Lateral Lunges (weighted)",,"",0,"normal",,10,,,
